_id,title,address,description,link_url,indoor_outdoor,tags,longitude,latitude
1264,Bluffer's Park and Beach,Just south of the 1 Brimley Road Parking lot,"Bluffer's Park provides activities for the whole family, including fishing from the shore, hiking, birdwatching, picnicking and more. The bluffs stretch for about 14 kilometres along the Lake Ontario shore. Follow the trails to enjoy both the beach and the bluffs' geological treasures. The Scarborough Bluffs are made up of 11 distinct parks, many of which offer a spectacular view of Lake Ontario, the marina and the beach. Bluffer's Park's east and west beaches have been spotted in many popular movies and TV series including 'Orphan Black', 'Killjoys', 'Star Trek: Short Treks', 'Star Trek: Discovery', 'Pacific Rim' and 'Hannibal'.",https://www.toronto.ca/data/parks/prd/facilities/complex/2/index.html,Outdoors,"bluffs,bluffer,scarborough,parks,park,fishing,trails,treks,beaches,picnicking",-79.235053,43.706058
1265,Bluffer's Houseboats,Paved sidewalk runs along Bluffer's Park Road. The float homes are on the south side of the sidewalk.,"Note: Private property. Please observe the houseboats from the sidewalk only. On the shoreline of Lake Ontario, this is one of the few places to find all-season floating houses across the city. Twenty years ago, these 24 unique homes were built at Cherry Beach and towed to Bluffer's Park Marina right before future float homes were banned in the city. The homes were originally registered as boats and were subject to the design and safety requirements of the Canadian Coast Guard. Now mostly officially known as float homes, they were all built much the same as regular homes as they are used all year round. The homes are built on concrete barges that are moored to the dock and anchored to the lake bed. Bumpers protect them from damage in storms but, generally, they are protected by the bluffs and breakwater.",,Outdoors,"houseboats,shoreline,boats,homes,barges,floating,houses,float,coast,lake",-79.232825,43.707097
1266,Red Tree Collective 'Greeting to Taniperla' Mural,"West Side of Brimley Road South, South of Kingston Road "," 'Greeting to Taniperla' is a mural project initiated by the Red Tree Collective. The project involves the re-creation of a mural painted in Chiapas, Mexico in 1998 by a group of Mayan villagers that was subsequently destroyed by the Mexican armed forces. The imagery of the original Taniperla mural reflected on Tzeltal Mayan traditions and portrayed ideals of community life. In an act of solidarity, the mural of Taniperla has also been recreated in the towns of Rosario and Bariloche in Argentina. The Toronto project intends to draw attention to the struggle in Chiapas and to issues affecting our own communities. The artists from Red Tree included Lynn Hutchinson, Claire Carew, Raffael Iglesias, Shelley Niro, Hannah Claus, Sady Ducros along with Scarborough youth.",,Outdoors,"taniperla,mural,mayan,chiapas,mexico,artists,mexican,argentina,painted,tree",-79.239817,43.716678
1267,Kyla Ross 'Motels of Kingston Road' Artbox,Southwest corner of Kingston Road and Brimley Avenue,"This utility box mural depicts the signs of the area's many well-known motels, some of which still remain today. Kingston Road's centuries old history as a travel route resulted in many inns and taverns being built along the road. By the 1950s, motels replaced many of the old inns because of the prevalence of the car and the trend in road-tripping. Also due to its proximity to the Scarborough Bluffs, the motel business on Kingston Road was booming. But by the 1980s, with new major highways established nearby, the motels lost business. Many of the motel buildings were then co-opted by the City for use as overflow housing from the City's shelter system and as transitional housing for newcomers to Canada.",https://www.toronto.ca/explore-enjoy/festivals-events/cultural-hotspot/cultural-hotspot-tours/cultural-hotspot-tour-detail?id=sc32&title=Heritage-Minute:-Motels-of-Kingston-Road&stop=17,Outdoors,"motels,motel,kingston,taverns,inns,scarborough,road,highways,housing,booming",-79.240341,43.718116
1268,"Phil, Jennifer, and Jamie Richards 'In the Way of Progress' Mural",2835 Kingston Road,"This commemorative mural, painted in 1996 by artists Phil, Jennifer, and Jamie Richards, depicts passengers boarding a radial car at Stop 17 on the Toronto and York Radial Line, at the junction of St. Clair Avenue and Kingston Road. In the background is Scarborough High School, now R.H. King Academy (famous alumni include former NHL players Bobby Baun and Brett Callighen, and Jamie Royal 'Robbie' Robertson, the lead guitarist and songwriter for The Band), which was built in 1922 to accommodate a growing population. A horse-drawn wagon travels leisurely along St. Clair Avenue, while on Kingston Road, a gas-powered truck is temporarily halted by a symbol of Scarborough's rural heritage. This mural was a Scarborough Bicentennial project, initiated by the Cliffcrest Community Association and managed by Mural Routes. The mural was restored by Phil and Jennifer Richards in 2009.",,Outdoors,"scarborough,mural,robbie,commemorative,road,toronto,royal,painted,kingston,avenue",-79.236498,43.721258
1269,McCowan District Park & Trail,150 McCowan Road,"Originally a City of Scarborough Works Yard, the City of Toronto had the unique opportunity to convert it into an active, multi-use recreational park when the yard was decommissioned. The first two phases of the park were completed in 2006 and include a new playground, sports fields, recreational trails and Scarborough's second ice rink. Work on Phase Three is underway and aims to add a new splash pad. The paved bike trail is over a kilometre long and runs from Brimley Road (south of Danforth Road in the west) up to Eglinton Avenue East and Bellamy Road South in the east.",https://www.toronto.ca/data/parks/prd/facilities/complex/1500/index.html,Outdoors,"scarborough,toronto,park,trails,trail,paved,rink,playground,road,yard",-79.237196,43.734089
1270,Fool's Paradise,1 Meadowcliffe Drive,"*Note: Private property. Please observe the house from the street only. Fool's Paradise was the home and studio of Canadian landscape artist, writer and educator Doris McCarthy (1910-2010). During a sketching trip to the property in November 1939, McCarthy was immediately inspired by the landscape views and picturesque setting, and purchased the property for $1,250. In 1940, she had a small cottage built on the property. The cottage got its name thanks to McCarthy's mother, Mary Jane, who referred to the property as 'that fool's paradise of yours'. Originally the cottage was a summer retreat, but it became her permanent home in 1946. University of Toronto Scarborough was left many of her artworks and hosts the Doris McCarthy Gallery on its campus. McCarthy left her home to the Ontario Heritage Trust and it is now operated as the Doris McCarthy Artist-in-Residence Centre.",https://www.toronto.ca/explore-enjoy/festivals-events/cultural-hotspot/cultural-hotspot-tours/cultural-hotspot-tour-detail?id=SC33&title=Lakeside-Parks#stop=5,Outdoors,"doris,mccarthy,cottage,fool,paradise,residence,scarborough,picturesque,toronto,house",-79.216764,43.726853
1271,Frank Perna 'A Sense of Place' Mural,2455 Eglinton Avenue East,"Designed by Frank Perna, 'A Sense of Place' was painted in 1997 to decorate the entrance of the Kennedy Subway Station. This mural was commissioned with the intention of making Kennedy Station a space that would increase the comfort level of pedestrians and commuters. The mural is spread out over six surfaces, and explores the idea of a sense of place for community in the natural world, highlighting the technology and multiculturalism of Toronto. ",,Outdoors,"mural,place,subway,station,kennedy,toronto,decorate,space,painted,sense",-79.26383115,43.73246378
1272,Don Montgomery Community Recreation Centre and Grounds,2467 Eglinton Avenue East,"Don Montgomery Community Recreation Centre and Grounds is located along Eglinton Avenue East, with easy access to the Kennedy Subway and GO Stations. The centre features a variety of facilities for recreational activities, cultural programming, and resources for youth, children, and seniors. It is also home to Da Block, one of the city's dedicated enhanced youth spaces, providing a supervised space for youth featuring Wi-Fi, games, recording studios, study labs, and free programs. The centre houses two indoor skating rinks, and is named for the late Don Montgomery, a local hockey player who was president of the Scarborough Hockey Association.  ",https://www.toronto.ca/data/parks/prd/facilities/complex/712/index.html,Unknown,"montgomery,rinks,scarborough,skating,recreation,hockey,centre,activities,community,avenue",-79.26197416,43.73235643
1273,Andra Striowski 'Reflections' Mural,520 Brimley Road,"Developed by Andra Striowski and painted by youth artists Jaime Bruno, Chanel Cummins, Alanna Hargan, Tessa Sunnasy, and Jaime Vieria, 'Reflections' brightly adorns a brick wall overlooking a parking lot at the southeast intersection of Brimley Road and Eglinton Avenue East. The mural depicts people viewing images in an art gallery, representing the idea that the media has replaced the arts as a major influence in both society and in how individuals perceive themselves. The theme for this mural was chosen by the youth artists, and represents how advertising and media affect the youth of today. Each artist designed and painted an individual piece of the mural as their own commentary on issues such as body image, materialism, and self-reflection. This project was done in partnership with Action for Neighbourhood for Change and West Hill Community Services. ",,Outdoors,"reflections,mural,reflection,art,brightly,artist,artists,depicts,gallery,arts",-79.24845746,43.73580903
1274,Greystone Park,845 Danforth Road,"Located along Danforth Road and Greystone Walk Drive, Greystone Park is a one-hectare shaded green space that features a playground, splash pad, and outdoor basketball court, with paved paths allowing easy access.",https://www.toronto.ca/data/parks/prd/facilities/complex/971/index.html,Outdoors,"greystone,park,playground,danforth,outdoor,road,paved,paths,walk,drive",-79.25246053,43.72644482
1275,Toronto Hydro House,676 Midland Avenue,"*Note: Private property. Please observe the house from the sidewalk only. Right at the intersection of Danforth Road and Midland Avenue rests a small, red brick bungalow. While it looks similar to the other homes of the area, this house has never been inhabited. 676 Midland Avenue is one of Toronto Hydro homes. Since the 1930s, false homes such as this were built around residential transformers. The main part of the building houses breakers and voltage dials, while the rear is home to the heavy equipment that converts high voltage electricity to a current suitable for domestic use. Otherwise, the inside of the house is completely bare except for a washroom and a working space for engineers. There are currently 79 of these hydro homes remaining in the city. Many of them were constructed to match the architectural styles of the neighbourhood. In this case, the shell home matches the bungalow style homes that populate Midland Avenue.",,Indoors,"midland,residential,toronto,homes,houses,avenue,neighbourhood,house,building,road",-79.25447734,43.72570133
1276,Vivian House,48 Laurel Avenue,"*Note: Private property. Please observe the house from the sidewalk only. Located just off Danforth Road, Vivian House was constructed in 1901, and is one of the oldest remaining houses built when Scarborough was known as a railway hub. Commonly known as Scarborough Junction, the south end of the neighbourhood from Lawrence Avenue to Kingston Road saw the intersection of two major railways, the Grand Trunk and Toronto Nippissing. Scarborough Junction became one of the most heavily populated villages in Scarborough. Vivian House is named for the Vivian family, a well-known family of cattle owners who lived in the home for four decades. The house was saved from demolition in 2015, and is now a designated heritage property. Vivian House remains as an example of Ontario House architecture, a distinctive style that emerged in the nineteenth century, and as a remnant of Scarborough's growth as a railway hub.",,Unknown,"scarborough,ontario,vivian,neighbourhood,houses,toronto,house,villages,danforth,kingston",-79.25623734,43.72088079
1277,Women's Art Project Collective Artbox,725 Danforth Road,"The key elements of the design, a young woman and a bus, represent students and their school life. A yellow bus is part of many children's daily routines. Some have fun, others day dream all while travelling to school and the many experiences that will likely shape their life.",https://www.artworxto.ca/artwork/unknown-artwork-street-816,Unknown,"bus,design,yellow,students,children,school,life,elements,travelling,dream",-79.25835089,43.71912817
1278,Pine Hills Cemetery,625 Birchmount Road,"Pine Hills Cemetery has been a resting place for members of the Scarborough community since 1928. The lush grounds provide a peaceful green space to stroll through. Taylor Massey Creek passes through the property, allowing visitors an opportunity to view local plants and wildlife. A few notable community members are buried in the cemetery, including local NHL hockey players John McLellen and Roy 'Shrimp' Worters. ",,Unknown,"cemetery,scarborough,buried,pine,hills,creek,massey,grounds,mclellen,place",-79.27126157,43.7178711
1279,Maywood Tot Lot,33 Maywood Park,"Located along Maywood Park, Maywood Tot Lot is a small, open greenspace that features a playground, sports field, and gazebo. ",https://www.toronto.ca/data/parks/prd/facilities/complex/2465/index.html,Outdoors,"maywood,park,playground,greenspace,gazebo,tot,located,lot,open,field",-79.27144897,43.72306114
1280,Corvette Park,40 Corvette Avenue,"Nestled between Kennedy Road and Midland Avenue, Corvette Park is a 2.4-hectare park that rests beside Corvette Junior Public School. The park features an open space with a children's playground, splash pad, and ball diamond. Like the public school, Corvette Park is named after the Corvette ships that made a significant contribution to the Canadian Navy in the Second World War. ",https://www.toronto.ca/data/parks/prd/facilities/complex/576/index.html,Outdoors,"corvette,park,midland,playground,road,avenue,school,navy,space,splash",-79.26236537,43.72754626
1281,Toronto Public Library - Kennedy/Eglinton Branch,2380 Eglinton Avenue East,"This Toronto Public Library branch features a Youth Hub. The Hub is a space for teens to go to after school or during the summer and typically offers laptops for their use, as well as gaming equipment, digital cameras, robotics, virtual reality headsets and DJ equipment.",https://www.torontopubliclibrary.ca/kennedyeglinton/,Indoors,"hub,toronto,library,teens,youth,school,laptops,equipment,space,public",-79.2703434,43.73214204
1282,History of Ionview,Northwest corner of Ionview Road and Eglinton Avenue East,"The name Ionview comes from the Ionson family, who were a prominent family that once owned and farmed much of the land that now makes up this community.",,Unknown,"ionson,ionview,family,community,land,owned,farmed,makes,prominent,comes",-79.27143115,43.73171542
1283,Iondale Place,Southwest corner of Iondale Place and Bertrand Avenue,*Note: Private Property. Please observe the houses from the street only. This road was built to access  the Ionson family farm house which was built here circa 1860. The house was eventually incorporated into an eight-home subdivision in the 1950s. Can you identify which house was the original farmhouse?,,Outdoors,"farmhouse,houses,ionson,house,street,1860,road,home,1950s,incorporated",-79.27213443,43.73647274
1284,Treverton Park,20 A Oakworth Crescent,"This is a favourite playground of residents in this area because of the variety of fun play equipment for children. There are ladders, slides, swings and a sandbox to choose from. The children's playground is at the north part of the park. A baseball diamond also exists at the opposite end of the park. Enter this park by the walkway from Oakwood Crescent, Sedgewick Crescent or Moorecroft Crescent. Treverton Park Playground was successfully revitalized in 2013 by corporate sponsors, donors and members of the local community along with the City of Toronto's Parks Forestry and Recreation's Partnership Unit.",https://www.toronto.ca/data/parks/prd/facilities/complex/549/index.html,Outdoors,"playground,park,treverton,parks,toronto,recreation,crescent,swings,baseball,oakwood",-79.26915395,43.73713263
1285,Mooregate Park,164 Treverton Drive,"To get to Mooregate Park, find and follow the path that goes across the north end of this small park from Mooregate Avenue to Treverton Avenue. There is a children's playground for kids to climb, slide and swing the day away.",https://www.toronto.ca/data/parks/prd/facilities/complex/2652/index.html,Outdoors,"playground,park,mooregate,avenue,treverton,path,slide,children,climb,kids",-79.26891576,43.74100177
1286,Jack Goodlad Park,929 Kennedy Road,"Named after Scarborough alderman, Jack Goodlad, this five-hectare park features two ball diamonds, four bocce courts, a splash pad and a children's playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/2037/index.html,Outdoors,"scarborough,park,playground,alderman,splash,hectare,bocce,diamonds,ball,children",-79.27041456,43.74210283
1287,Givendale Garden Plots,1 Givendale Road,This City of Toronto-operated community garden has 99 plots for local gardeners.,,Outdoors,"gardeners,garden,toronto,plots,city,community,99,local,operated",-79.27435528,43.74202584
1288,Ionview Park,110 Ionview Road,A 1.2-hectare park features a children's playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/1879/index.html,Outdoors,"playground,park,hectare,children,features",-79.27508115,43.73872817
1289,Hydro House,1047 Birchmount Road,"*Note: Private Property. Please observe the house from the sidewalk only. This seemingly normal looking home is actually one of 90 hydro homes found across Toronto designed to blend in with its surroundings. These fake houses were built by Toronto Hydro. They contain a transformer that converts raw, high voltage electricity to a voltage low enough to distribute throughout the city.",,Unknown,"homes,houses,electricity,toronto,house,transformer,home,sidewalk,hydro,voltage",-79.27915777,43.73367326
1290,Maidavale Park,1031 Birchmount Road,A 1.5-hectare park featuring a ball diamond and children's playground. Massey Creek flows along its southern border.,https://www.toronto.ca/data/parks/prd/facilities/complex/701/index.html,Outdoors,"playground,massey,creek,park,flows,hectare,ball,border,children,diamond",-79.27802064,43.73287817
1291,West Birkdale Park,514 Midwest Road,"This walk-to parkette is bordered on the north side by a residential neighbourhood. There is a paved path that connects the park from Annette Avenue to Midwest Road to Great West Drive. There are benches to sit on and a gazebo to provide shade and shelter to park visitors. The playground has swings, climbing equipment and a slide for children to have fun with at this park.",https://www.toronto.ca/data/parks/prd/facilities/complex/2483/index.html,Outdoors,"park,parkette,playground,west,gazebo,avenue,benches,walk,neighbourhood,road",-79.27218067,43.76585913
1292,Kennedy Commons,2021 Kennedy Road,"The small road that runs through the property is named after William Kitchen, the founder of Lansing Lumber (later known as Lansing Buildall). William opened his first location in the then Village of Lansing, now in North York, in 1951, and eventually opened a location here. The area was completely undeveloped and his store was the first to open on the property. The store was located at the south end of the complex, near where the pet supply store is now. Kennedy Commons was established years later, in 1999, and takes up an entire city block with almost 500,000 square feet of retail space. It was developed with the goal of creating an integral shopping district on the northern end of the Kennedy Road BIA, topping the 3.5 kilometre-long business improvement area. The BIA was founded in the 1980s and today supports the over 300 businesses in the area.",https://www.toronto.ca/explore-enjoy/festivals-events/cultural-hotspot/cultural-hotspot-tours/cultural-hotspot-tour-detail?id=sc13&title=Kennedy-Commons&stop=3,Unknown,"lansing,kennedy,district,businesses,commons,village,lumber,road,store,area",-79.28141885,43.77287592
1293,Glamorgan Park,50 Antrim Crescent,"This Scarborough park features a ball diamond, outdoor basketball court, children's playground and splash pad.",https://www.toronto.ca/data/parks/prd/facilities/complex/668/index.html,Outdoors,"scarborough,playground,park,ball,splash,basketball,children,outdoor,diamond,court",-79.28786955,43.77249718
1294,Mondeo Park,80 Mondeo Drive,A small park featuring a gazebo and a children's playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/447/index.html,Outdoors,"gazebo,playground,park,children,small,featuring",-79.28873503,43.76620603
1295,Dorset Park,5 Glaive Drive,"This 2.4-hectare park features a ball diamond, children's playground and open green space.",https://www.toronto.ca/data/parks/prd/facilities/complex/602/index.html,Outdoors,"playground,park,hectare,ball,diamond,children,green,space,features,open",-79.28504876,43.76113901
1296,East Side Mural,2450 Lawrence Avenue East (best viewed from either the outside of Lawrence East Station or on the north side of the Lawrence Avenue East bridge),"The East Side Mural is attributed to Sady, a member of the Graffiti Knights, a group of Scarborough street artists, and covers an entire wall next to the station. The Graffiti Knights formed in 1982 and were well known for their creations across Scarborough, which were painted in high visibility locations during the 1980s and 1990s.",https://www.toronto.ca/explore-enjoy/festivals-events/cultural-hotspot/cultural-hotspot-tours/cultural-hotspot-tour-detail?id=sc21&title=East-Side-Mural&stop=14,Outdoors,"mural,graffiti,knights,scarborough,east,artists,street,painted,attributed,wall",-79.27041714,43.75058157
1297,Mike Myers Drive,Mike Myers Drive and Kennedy Road,"Mike Myers Drive was given its name in 2002 by developers in the area. The award-winning actor grew up nearby, and began acting in commercials at the age of two. In the early 1980s he began making appearances on CityTV as the infamous Wayne Campbell, his character made popular in the 'Wayne's World' films. In 1986, Myers joined the cast at Second City in Toronto and then in 1989 joined the cast of Saturday Night Live. Following his success with 'Wayne's World', Myers also appeared in films like 'The Cat in the Hat', the 'Austin Powers' series and the 'Shrek' series. Mike Myers has been inducted into Canada's Walk of Fame as well as the Hollywood Walk of Fame, and was awarded the Order of Canada in 2017.",,Unknown,"myers,wayne,campbell,mike,shrek,actor,cast,toronto,walk,austin",-79.27398113,43.74716688
1298,David Wright 'Arrival' Mural,2231 Lawrence Avenue East,"Located at the entrance of the McGregor Park Community Centre, this mural designed by artist David Wright explores ideas of migration and arrival. It depicts migrating Canada geese transforming into monarch butterflies that arrive and alight on a fishpond. Inside is artwork created by local youth and the McGregor Park Library. The library and community centre are linked together by a 130-square metre space called The Commons. The space was built in collaboration with, and for, the young people in the community.",https://www.toronto.ca/explore-enjoy/festivals-events/cultural-hotspot/cultural-hotspot-tours/cultural-hotspot-tour-detail?id=sc21&title=Arrival-Mural-(1997)&stop=12,Outdoors,"mural,artwork,butterflies,geese,park,mcgregor,centre,library,commons,monarch",-79.28008983,43.7478955
1299,McGregor Park,2231 Lawrence Avenue East,"A 3.9-hectare park that features two ball diamonds (one with lights), three lit tennis courts, two basketball courts, a splash pad and a children's playground. The park is adjacent to the McGregor Park Recreation Centre.",https://www.toronto.ca/data/parks/prd/facilities/complex/2036/index.html,Outdoors,"park,recreation,playground,ball,tennis,diamonds,basketball,centre,lights,mcgregor",-79.28094827,43.74744519
1300,Ted Hamer Artbox,3 Flora Drive,"Painted by Ted Hamer, this artbox project, initiated by Michael Cavanaugh, transforms non-descript outdoor utilities infrastructure into local works of art making the streets more inviting to residents and visitors, and act as a skills-building gateway into mural-making for emerging artists.",https://www.artworxto.ca/artwork/unknown-artwork-street-220,Outdoors,"mural,artbox,art,painted,artists,building,utilities,hamer,streets,infrastructure",-79.28210786,43.74222437
1301,East Highland Creek Trail & North Agincourt Park,61 Moran Road,A 1.6 hectare park on Brimley Road south of Finch Avenue East that features a multipurpose sports field and access to the East Highland Creek Trail along the north border of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/725/index.html,Outdoors,"park,trail,creek,brimley,east,highland,road,sports,north,avenue",-79.27480577,43.79648027
1302,Donalda Park,80 Donalda Crescent,"This small city park contains a plaque within the main garden along Donalda Crescent, which commemorates three types of lilacs developed in this neighbourhood. One of the lilacs, The Frank Paterson Lilac, was hybridized by T.A. Paterson, who lived around the corner from this site on Lockie Avenue. The Slater's Elegance lilac was grown by Leonard and Irene Slater at their home near Brimley Road and Sheppard Avenue East. Lastly, the Agincourt Beauty is reputed to have the biggest lilac flower in the world.",https://www.toronto.ca/data/parks/prd/facilities/complex/2722/index.html,Outdoors,"lilac,lilacs,garden,paterson,flower,elegance,avenue,agincourt,park,neighbourhood",-79.28364912,43.79057406
1303,Agincourt School,29 Lockie Avenue,"In 1913, a two-room elementary school was established to meet the needs of the rapidly growing community of Agincourt. Over a century later, the schoolhouse is now the oldest school in Scarborough to continue its original function. It was also the first school in Scarborough to offer secondary education. This Georgian-style building has a symmetrical design, decorated with white stone lintels and sills on the windows. The two original brick chimneys also remain. The building has a heritage designation for its architectural features and importance to the development of the community.",,Indoors,"schoolhouse,scarborough,agincourt,elementary,school,building,oldest,education,georgian,secondary",-79.2811623,43.78825921
1304,Jeannie Thib 'Knot',"135 Village Green Square, Metrogate Park","To maximize the value of a limited art budget, artist Jeannie Thib worked with the project landscape architect to create an artwork that was integrated with the overall landscape design. The granite topiary pieces can be used as benches, providing amenity to the park, while the knot pattern of the paving and extruded forms provides visual interest when viewed from the surrounding residential towers.",https://www.artworxto.ca/artwork/knot-public-68,Outdoors,"architect,artwork,benches,landscape,design,thib,art,topiary,granite,paving",-79.28201383,43.77880018
1305,Dragon Centre Mall,23 Glen Watford Drive,"Dragon Centre was the first mall in North America to focus on Chinese-owned shops and restaurants. It was built in 1984 as a response to the rising East Asian populations in the Agincourt neighbourhood. Its success was a catalyst for the building of other malls in the Greater Toronto Area, with over 40 Chinese malls open by 2001. At the time the Dragon Centre was being built, three adjacent plazas were also opening up many Chinese-owned businesses.",,Indoors,"malls,mall,dragon,toronto,chinese,shops,centre,businesses,restaurants,building",-79.27434577,43.786901
1306,Elicser Elliot Mural,"Underpass Along Sheppard Avenue East, West of Brimley Road","This mural celebrates the spirit and determination of the Agincourt community, which was once referred to as hero town by its citizens, by depicting residents that both build the city on their back, and also know that the city 'has their back'. Elicser Elliott, a Toronto-based street artist, depicts people that you might find on your travels around Scarborough in the mural. When painting, Elicser takes inspiration from the surrounding community and creates a collage of buildings, streetscapes and people.",https://www.artworxto.ca/artwork/unknown-artwork-street-142,Outdoors,"mural,scarborough,painting,elicser,artist,agincourt,depicts,depicting,streetscapes,city",-79.27416222,43.7862522
1307,The Filipino Centre Toronto,4395 Sheppard Avenue East,"This community centre intends to help Filipinos preserve their identity and individuality while also making their presence felt in their new community. It was founded by Dr. Guillermo de Villa Jr., who originally established the centre at 597 Parliament Street. The centre offers a number of services to the Filipino community and others, including a health and wellness program, computer classes, and Tagalog classes. The centre also houses the Filipiniana Library, which is believed to be the first of its kind in the GTA (and possibly Canada). It includes two shelves of books and magazines about the Philippines, published in the Philippines and written by Filipinos.",https://www.filipinocentretoronto.com/,Outdoors,"philippines,filipino,filipinos,filipiniana,centre,community,tagalog,villa,gta,founded",-79.26965954,43.78696263
1308,Farquharson Park,250 Pitfield Road,A 2.6 hectare park near Brimley Road and Sheppard Avenue East featuring a ball diamond and a children's playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/783/index.html,Outdoors,"park,playground,hectare,avenue,near,east,ball,brimley,children,road",-79.2636468,43.78516161
1309,Chris Perez Artbox,Northeast Corner of McCowan Road and Milner Avenue,This design by artist Chris Perez revolves around capturing surrounding colours and organic abstracted shapes. It takes the environmental elements of colour from the area around the box and implements it into the artwork.,https://www.artworxto.ca/artwork/unknown-artwork-street-819,Unknown,"artwork,design,colours,colour,shapes,artist,surrounding,environmental,abstracted,elements",-79.25636902,43.78563668
1310,White Haven Park,63 Invergordon Avenue,"A park featuring a multipurpose field, two playgrounds, splash pad and two sport fields.",https://www.toronto.ca/data/parks/prd/facilities/complex/573/index.html,Outdoors,"park,playgrounds,field,sport,fields,splash,multipurpose,pad,featuring",-79.25065669,43.78686803
1311,Hugh Elliot House,2050 McCowan Road,"*Note: Private property. Please observe the house from the sidewalk only. Built sometime around 1860, this heritage-designated house was given protection in 1993 thanks to its architectural style being one of only two such dwellings in Scarborough. The mansard roof and dormers are characteristic of the Second Empire style, influenced from France.",,Unknown,"scarborough,dwellings,mansard,roof,sidewalk,house,heritage,built,dormers,property",-79.26162262,43.79464665
1312,Nina Gandolfo Artbox,Southwest Corner of Orator Gate & Middlefield Road,"While often referred to as rats of the sky, pigeons are actually quite beautiful when looked at closely. With speckled feathers which colours often vary from grey, white to green and purple, not a single pigeon will look same as another. They embody the city and deserve to be seen in a different, more positive light.",https://www.artworxto.ca/artwork/unknown-artwork-street-821,Unknown,"pigeons,pigeon,feathers,colours,rats,speckled,grey,sky,green,white",-79.25633748,43.80790199
1313,Richmond Park,75 Richmond Park Boulevard,"Wide open green space welcomes park visitors to toss a ball, catch a Frisbee or play an exciting game of tag. You will also find a baseball diamond, a soccer field and a children's playground. Beside this park is the Percy Williams Junior Public School. There is a path to follow into the park from Richmond Park Boulevard or Whitley Castle Crescent.",https://www.toronto.ca/data/parks/prd/facilities/complex/738/index.html,Outdoors,"park,playground,boulevard,richmond,green,whitley,crescent,space,frisbee,visitors",-79.26296598,43.81304874
1314,Percy Williams Junior Public School,35 White Heather Boulevard,"Percy Williams was a Canadian sprinter from Vancouver, British Columbia. Williams suffered from rheumatic fever when he was 15. He was told to avoid vigorous exercise, but he nonetheless went on to become an Olympic gold medal winning sprinter. During the 1928 Olympic Games in Amsterdam he became the first sprinter not from the United States to win two gold medals in the same Olympics. In the 100-meter dash, his win was so unexpected that the medal ceremony had to be delayed while officials looked for a Canadian flag. He then went on to also win the 200-meter dash causing the double gold upset.",,Unknown,"sprinter,olympic,olympics,medals,percy,medal,fever,rheumatic,williams,gold",-79.26627565,43.81259047
1315,Stonehouse-Lawrence House,63 Delburn Drive,"*Note: Private property. Please observe the house from the street only. Built in 1871, the Stonehouse-Lawrence House was once the primary farm dwelling of George Stonehouse, and then later in 1920, the home of John Lawrence. It is heritage designated for being one of the last nineteenth century fieldstone houses in Scarborough. The cream coloured brick quoining surrounding the openings and at the corners make this an Upper Canadian Vernacular style home uncommon in Scarborough. Other features include the peaked gothic style-window in the front gable, and the main entrance still features the original door, sidelights and transom.",,Outdoors,"scarborough,stonehouse,lawrence,houses,fieldstone,house,dwelling,street,heritage,home",-79.27171722,43.81541776
1316,Macklin Forest Home,44 Macklingate Court,*Note: Private property. Please observe the house from the street only. The Macklin Forest Home was built for the Macklin family in the 1850s. It is heritage designated for being an exceptional example of the eclectic Upper Canadian Vernacular style. One of its most interesting features is the ornate carved vegetal fretwork embellishing the treillage along the west facade veranda.,,Outdoors,"macklin,forest,heritage,house,1850s,carved,facade,treillage,built,veranda",-79.27953519,43.81397848
1317,Brimley Woods Park,2755 Brimley Road,A 8.1-hectare park that is heavily wooded. The east boundary of the park follows the East Highland Creek. A children's playground is located at the edge of the forest at the north end of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/580/index.html,Outdoors,"playground,park,wooded,highland,forest,creek,east,north,located,children",-79.27882195,43.80929048
1318,Alexmuir Park,205 Alexmuir Boulevard,A 2.6-hectare park featuring two multipurpose sports fields and a children's playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/526/index.html,Outdoors,"playground,park,hectare,sports,children,fields,multipurpose,featuring",-79.28403373,43.80902758
1319,Chartland Park,99 Chartland Boulevard South,A 2.4-hectare park featuring a children's playground and open green space.,https://www.toronto.ca/data/parks/prd/facilities/complex/2206/index.html,Outdoors,"playground,park,hectare,children,green,space,open,featuring",-79.27945832,43.79994826
1320,Iroquois Park,295 Chartland Boulevard South,"A 4-hectare park that features two ball diamonds, three lit outdoor tennis courts with a wheelchair accessible washroom and clubhouse, a volleyball court and a children's playground. The south border of the park follows the East Highland Creek.",https://www.toronto.ca/data/parks/prd/facilities/complex/686/index.html,Outdoors,"park,playground,tennis,outdoor,highland,clubhouse,ball,court,volleyball,east",-79.26951481,43.80389091
