title,address,description,imageLink,tags
Scaccia,"65 Front St W,Toronto, ON M5J 1E6","The family-owned and -operated purveyors of Sicilian eats Scaccia, has set up shop in the Union Station food court, giving their Yorkdale location a sorella (sister). This new location has transformed the menu classics to be more on-the-go friendly, with everything still being made fresh in-house. Scaccia has expanded its salad options and has many Caesar Salad, Italian",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/scaccia-455x200.jpg,"scaccia,sicilian,sorella,yorkdale,italian,salad,caesar,menu,location,shop"
Scaddabush,"200 Front St W,Toronto, ON M5V 3J1","The Italian chain Scaddabush is the place to go for hand-pulled mozzarella that is spread atop many of its tasty and affordable dishes. With a crowd composed of many professionals on a break from work or coming from a day at the office, there is definitely a celebratory feeling here. The interior feels like a Bruschetta, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SCADDABUSH-455x200.jpg,"mozzarella,burgers,scaddabush,bruschetta,dishes,tasty,interior,hand,italian,office"
Scaramouche,"1 Benvenuto Pl,Toronto, ON M4V 2L1","Showstopping skyline views accompany the newly merged dining space (the two rooms including the main dining area and the former pasta bar are now one streamlined whole), nestled in a unique location: the top floors of a condo complex. For its entire 30-year tenure, the restaurant has been loved by Torontonians and is considered by Filet Mignon, Fine Dining",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Scaramouche-455x200.jpeg,"skyline,showstopping,restaurant,dining,condo,views,torontonians,bar,pasta,floors"
Scenic Coffee and Brunch,"8241 Woodbine Ave,Markham, ON L3R 2P1","A group of Scarborough-raised millennials, having worked and travelled the world, returned to open Scenic Coffee and Brunch after realizing there is no place like home. They serve locally roasted and ethically sourced coffee as well as classic brunch staples with a Japanese flare, like a tamagoyaki omelette and yuzu eggs Benedict. Plus the avocado Brunch, Coffee",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/sceniccoffee-455x200.jpg,"scarborough,coffee,brunch,avocado,omelette,millennials,japanese,roasted,scenic,benedict"
Schmaltz Appetizing,"414 Dupont St,Toronto, ON M5R 1V9","Appetizing shops are a dying breed. Not to be confused with the deli, an appetizing shop is a Jewish purveyor of all the things to eat with bagels. New York City used to be rife with them, but at this point Russ & Daughters, which has been around since 1914, is one of the only Bagels, Brunch",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/c72327c78db9476d405ea9fc468d7ab1-455x200.jpg,"bagels,brunch,appetizing,shop,shops,deli,jewish,york,eat,city"
School,"70 Fraser Ave,Toronto, ON M6K 3E1","Located in Liberty Village, School Restaurant is where you want to rush to on a weekend morning, the name notwithstanding. Recognized as one of Toronto’s favourite brunch spots, School keeps people coming in year-round with its refreshed and cosy industrial interior in the winter and its patio during the summer. If you’re not in the Breakfast, Brunch",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/school-455x200.jpg,"restaurant,brunch,school,breakfast,liberty,toronto,village,summer,located,patio"
Score on King,"107 King St E,Toronto, ON M5C 1G6","Hailing from the west end of Vancouver, Score Pub Group is inviting us into their world of excess at Score on King: serving up super boozy and colossal caesars, like the Checkmate, $60, that has everything on it but the kitchen sink (seriously, there’s an entire cornish hen on top), you’ll be sure to find Breakfast Sandwiches, Bruschetta",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Scoreonking-455x200.jpg,"pub,sandwiches,caesars,serving,vancouver,kitchen,cornish,breakfast,king,checkmate"
Sea Witch Fish & Chips,"636 St Clair Ave W,Toronto, ON M6C 1A9","Let the Sea Witch pull you into the underworld, where not only will she steal your voice, but she’ll also serve you a banging batch of fish and chips. Nautically themed and cutely decorated, Sea Witch on St. Clair is one of Toronto’s most authentically delicious spots for some U.K.-tier fish and chips. The batter British, Fish 'n' Chips",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SeaWitch-FishChips-455x200.jpg,"sea,witch,clair,fish,nautically,st,underworld,chips,themed,toronto"
Seoul Shakers,"1241 Bloor St W,Toronto, ON M6H 1N6","Found on a still-kinda-forlorn stretch of Bloor West, Seoul Shakers has all the trappings of a Leemo Han joint. Along with bartender Inh Huh, the restaurateurs behind the vivacious Pinky’s Ca Phe have opened up a space that is a feast for both the eyes and stomach. A retro vibe permeates the long room, accented Bar, Chicken Wings",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/COVER-SEOULSHAKERS-sammich-e1557857229509-455x200.jpg,"leemo,shakers,han,seoul,joint,pinky,restaurateurs,bloor,forlorn,room"
Seven Lives,"72 Kensington Ave,Toronto, ON M5T 2K2","There’s extremely limited seating at Seven Lives, so people eat standing up. They do so quickly and armed with many napkins. After all, you can’t venture very far before the heaping Gobernador, the specialty taco with smoked marlin, grilled shrimp and cheese, starts to fall apart. Mexican, Seafood",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Seven-Lives-tacos-1024x514-1-455x200.jpeg,"taco,seafood,shrimp,seating,napkins,eat,standing,mexican,cheese,seven"
Sheli’s,"7241 Bathurst St,Thornhill, ON L4J 3W1","This Thornhill burger and fried chicken joint is making waves amongst the kosher crowd. Sheli’s is another restaurant from the owners of Cafe Sheli and Bistro Grande in Thornhill, and their goal is to make the best burgers and fried chicken in the city. The ingredients are brought in fresh every day, and the meat Burgers, Fried Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SHELIS-455x200.jpg,"sheli,thornhill,burger,burgers,restaurant,kosher,cafe,chicken,fried,meat"
Shenanigans,"11 St. Clair Avenue West,Toronto, ON M4V 1K6","Affectionately known as Shenny’s, this seasonal spot right by St. Clair subway station comes alive in the summer and hibernates in the winter. It’s a local pub on a rooftop patio, where weekend brunches and TVs showing English Premier League soccer are the name of the casual day game. The menu is traditional and comforting Pub",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/10/374678995_1711095285970878_6500121993908477362_n-455x200.webp,"shenny,pub,patio,subway,station,weekend,brunches,rooftop,seasonal,st"
Short & Sweet,"1945 Avenue Rd,Toronto, ON M5M 4A2","Famous for their cupcakes, Short & Sweet is one of the city’s best bake shops. Owned by Orli Levy, a mother and beauty industry executive who decided to make her life a little sweeter by quitting her job and opening a bakery in 2009. As a lifelong baker, she took inspiration from her mother and Bakery, Birthday Cakes",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SHORTSWEET-455x200.jpg,"bakery,cakes,cupcakes,baker,orli,sweeter,bake,beauty,levy,short"
Shoushin,"3328 Yonge St,Toronto, ON M4N 2M4","At Shoushin, Lawrence Park’s new omakase-only outpost, Chef Jackie Lin is fixated on the idea of improvement. The three tiers of his tasting menu reflect the deep experience he gained from working at Zen Japanese Restaurant for 12 years. Fine Dining, Japanese",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SHOUSHIN-455x200.jpg,"jackie,chef,shoushin,restaurant,omakase,dining,japanese,zen,tasting,park"
Shunoko,"3220 Yonge St,Toronto, ON M4N 2L2","A dinner at Shunoko may just be the best sushi you have in this city. The refined menu features expected, classic maki rolls, like a spicy tuna, but also has inventive and perhaps unlikely pairings, such as the blue fin tuna sashimi with little bocconcini balls topped with a balsamic drizzle. The key at Shunoko, Japanese, Omakase",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Shunoko-455x200.jpg,"sushi,shunoko,tuna,sashimi,maki,japanese,spicy,omakase,dinner,balsamic"
Simone’s Caribbean Restaurant,"596 Danforth Ave,Toronto, ON M4K 1R1","Catch an island vibe down on the Danforth at Simone’s Caribbean Restaurant. This friendly outpost is serving up classic Jamaican dishes in a friendly environment enhanced by its colourful space. The back patio opens up in the summer months, and with the cushy chairs and floral decor, it feels as if you are dining at Caribbean, Jamaican Patties",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/simones-caribbean-interior-455x200.jpg,"island,restaurant,caribbean,jamaican,simone,patio,dishes,dining,patties,serving"
Sip Wine Bar,"2 Broadway Ave,Toronto, ON M4P 1T4","Carmine Costantino has been in the service industry for years. He founded Zaza Espresso Bar in Yorkville, and he’s owned a slew of restaurants across the city. So when he decided to open his own Neapolitan pizzeria, he got serious. He placed a job ad in a Naples newspaper and landed three chefs from the motherland, including pizza maestro Pasquale Ponticiello. Antipasto, Bruschetta",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SIP-WINE-BAR-455x200.jpg,"costantino,carmine,pizzeria,chefs,espresso,restaurants,zaza,naples,pizza,bruschetta"
Sisters & Co,"887 Dundas St W,Toronto, ON M6J 1V9","Sisters & Co is a cheerful brunch spot located in Trinity-Bellwoods. Co-owners Hilary, Michelle and Vivian have been friends for over 10 years. They consider themselves to be as close as sisters, giving Sisters & Co its name, and founded the restaurant to celebrate their shared passion for food and hospitality. Sisters & Co specializes Asian, Breakfast",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/sistersfinal-455x200.jpg,"sisters,vivian,michelle,bellwoods,hilary,located,restaurant,founded,brunch,hospitality"
Sisters & Co,"887 Dundas St W,Toronto, ON M6J 1V9","Co-owners and best friends Hilary, Michelle and Vivian founded Sisters & Co on the principles of friendship, diversity and good food. The dishes at this Trinity Bellwoods spot are comprised of simple but fresh ingredients with an Asian flare. The menu features items, like spicy tomato oxtail stew and chicken katsu club sandwich, as well Asian, Breakfast",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/62230492_1570210959779713_6421770071332621326_n-455x200.jpg,"bellwoods,vivian,sisters,michelle,friends,hilary,founded,trinity,oxtail,club"
Sizzler Kabab,"381 Spadina Ave,Toronto, ON M5T 1S9","For when the late night becomes early morning, Sizzler Kabab is there to crush that Pakistani food craving. And it’s halal! Right at the border of Kensington Market and Baldwin village, this spot is also a great option for a lunch to take back to the office or dinner after a day of exploring the Butter Chicken, Curry",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/sizzler-kabab-kababs-455x200.jpg,"kabab,lunch,pakistani,curry,food,dinner,sizzler,chicken,craving,halal"
Skyline Restaurant,"1426 Queen St W,Toronto, ON M6K 1M1","A classic diner by day and buzzing bar by night, Skyline Restaurant has been keeping the Parkdale community fed since the 1960s. Even a recent change in management can’t alter the homey feeling the overwhelms you as you come inside. Very little has been done to alter what Skyline looks like: red vinyl dining booths, Bar, BLT",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/skyline-interior-455x200.jpg,"skyline,parkdale,restaurant,diner,bar,dining,community,booths,1960s,night"
Sleepy Pete’s,"69 Kensington Ave,Toronto, Ontario M5T 2K2"," BLT, Breakfast Sandwiches",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/06/Snapinsta.app_355875922_1437237823700874_3665486785091380469_n_1080-455x200.jpg,"sandwiches,blt,breakfast"
Smash Kitchen & Bar,"4261 Highway 7,Unionville, ON L3R 9W6","View this post on Instagram A post shared by Smash Kitchen & Bar (@smashkitchen) This restaurant, with two suburban outposts, serves up Southern-inspired comfort food from mac and cheese to BBQ ribs to, as the name suggests, burgers. But, the chef-curated menu has one common theme running through it: freshness. High quality ingredients are key Bar, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/11/Snapinsta.app_459333980_502244825917447_5202734390488049440_n_1080-455x200.webp,"burgers,bbq,restaurant,bar,menu,ribs,chef,kitchen,food,suburban"
Smokeshow BBQ and Brew,"744 Mt Pleasant Rd,Toronto, ON M4S 2N6","Occupying the space of the now-defunct live music venue Mount Pleasant Rose is the Smokeshow BBQ and Brew, which offers its own take on how great food, drink and rock ’n’ roll are supposed to be. The food features BBQ favourites like ribs, pulled pork and brisket, and there are many screens for you to Barbecue, Calamari",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/smokeshow-455x200.jpg,"bbq,barbecue,brisket,smokeshow,venue,rose,pleasant,rock,brew,food"
Smoque N’ Bones,"869 Queen St W,Toronto, ON M6J 1G4","The life of a pitmaster can be a complicated one. The lengthy list of concerns can include any or all of the following: marinades, brines, injections, rubs, wood, fire, sauces, smoke and of course, meat. Just about everything involved is time-consuming. But Alex Rad, owner and chef of the newly opened SmoQue N Bones, is keeping things simple. Barbecue, Chicken Wings",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SMOQUE-N-BONES-455x200.jpg,"pitmaster,smoque,barbecue,bones,chef,concerns,meat,marinades,things,sauces"
Snakes & Lattes,"600 Bloor St W,Toronto, ON M6G 1K4","Toronto’s very own board game café, Snakes & Lattes, is the place to go and hole up with a vintage game, a silky latte and a couple of pals. With three locations in the city, this board game café just keeps growing. Along with the city’s largest collection of games to play, the once café Burgers, Butter Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Snakesandlattes-boardgame-455x200.jpg,"café,toronto,lattes,latte,games,board,burgers,game,play,chicken"
Sneaky Dee’s,"431 College St,Toronto, ON M5T 1T1","Sneaky Dee’s is a Toronto cultural institution. At the corner of College and Bathurst, the green lights, loud music and cartoon bull skulls will draw you in off the street. Once you arrive inside the graffitied walls and Sharpie-signed booths will briefly introduce you to this bar’s eclectic charm. The Tex-Mex menu is extreme, just Burgers, Fajitas",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SNEAKYDEES-SIGN-455x200.jpg,"sneaky,dee,bar,fajitas,toronto,bathurst,mex,burgers,tex,corner"
Sofia,"99 Yorkville Ave,Toronto, ON M5R 1C1","Just off Yorkville Avenue, the gorgeous new Sofia restaurant occupies the the former home of chocolate purveyor Morroco and the legendary Coffee Mill restaurant. When we visited, owner (and T.O. club king Charles Khabouth was just outside talking with two staff members. He entered the restaurant with us, and discussed the new space as if Antipasto, Caviar",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/sofia-455x200.jpg,"restaurant,morroco,yorkville,avenue,coffee,sofia,caviar,chocolate,home,khabouth"
Solkatt Cafe,"679 Lansdowne Ave.,Toronto, ON M6H 3Y9","Solkatt Cafe, now rocking the former Baddies Coffee spot near Lansdowne station, is your go-to for weekday sandwich vibes, weekend brunch feasts (check out their Instagram), and daily caffeine hits. Dive into inventive bennies, fresh avo toast, and killer omelettes. Don’t miss out on the sweet stuff – fluffy pancakes and signature French toast that’s Bakery Café, Banana Bread",,"café,cafe,solkatt,coffee,bakery,caffeine,toast,station,brunch,bennies"
Som Tum Jinda,"76 Gerrard St E.,Toronto, Ontario M5B 1G6"," Chicken Wings, Noodles",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/06/Snapinsta.app_356241728_573054311690984_7126182952302862234_n_1080-455x200.jpg,"noodles,wings,chicken"
Somun Superstar,"998 Kingston Rd,Toronto, ON M4E 1T2","Sanja Topić Zukanović and Alen Zukanović fulfilled a lifetime dream by opening Somun Superstar, a small sandwich shop serving up authentic Bosnian somun bread and sandwiches. Somun is a wood-fired bread, pillowy and deliciously chewy, with a thin crust. Get it as part of a ćevapčići sandwich and be transported to the streets of Sarajevo Balkan, Pizza",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/somunsuperstar-455x200.jpg,"somun,bosnian,sandwiches,sandwich,bread,sanja,superstar,ćevapčići,zukanović,sarajevo"
Soos,"94 Ossington Ave,Toronto, ON M6J 2Z4","After having its soft opening late last month, Soos has officially opened on Ossington, just steps from Oddseoul. Behind the modern Malaysian restaurant is the Soo family, including Tricia (who is the chef) and Zenn. They owned and ran the much-loved Matahari Bar & Grill on Baldwin for 13 years before selling it a few years ago. Chicken Wings, Curry",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SOOS-455x200.jpg,"restaurant,matahari,grill,tricia,chef,ossington,soos,baldwin,bar,curry"
Sophie’s Kitchen,"1614 Bayview Ave,Toronto, ON M4G 3B7","This cheerful Leaside restaurant is known for its tasty, affordable lunches and brunches. With a bright, cozy interior decorated with citrus motifs, Sophie’s Kitchen is a welcoming spot for friends, couples, and families alike — owners Hayley Edwards and Robbie Sabato named it after their own daughter, Sophie. The menu offers a crowd-pleasing mix of BLT, Breakfast",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/sophies-414x200.png,"sophie,restaurant,lunches,kitchen,cozy,brunches,breakfast,leaside,menu,citrus"
Sorn Thai,"2550 Yonge St,Toronto, ON M4P 2J2","Sorn Thai bills itself as “delicious Thai food by Thai chefs.” Since 1995, Sorn Thai has been serving authentic Thai cuisine to midtown residents. The menu includes all the usual Thai favourites like curries, pad Thai and a variety of noodle dishes. Calamari, Curry",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/sornthai-455x200.jpg,"sorn,thai,cuisine,curries,chefs,dishes,curry,food,pad,calamari"
Sorrel,"1158 Yonge St,Toronto, ON M4W 2L9","French and Mediterranean fine dining is one way to see this elegant restaurant. Sorrel is decorated in the most luxurious pastels and white linens, and with crystal and glass bottles lining the wall behind the bar and photos of the Mediterranean on the wall, you can’t help but feel fancy walking in here. The food Calamari, Fine Dining",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Sorrel-Scallops-455x200.jpg,"sorrel,dining,restaurant,mediterranean,calamari,linens,luxurious,elegant,french,food"
Sotto Sotto,"120 Avenue Rd,Toronto, ON M5R 2H4","A restaurant so nice they named it twice! Ristorante Sotto Sotto is the Annex’s long-established destination for upscale, south-central Italian fare with all food made as if it were the old country. Owner and founder Marisa Rocca moved to Toronto from Rome over 25 years ago and, through much hard work and determination, has an Antipasto, Caesar Salad",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Sotto-Sotto-455x200.jpeg,"ristorante,rocca,marisa,restaurant,rome,caesar,salad,toronto,italian,sotto"
Sous Sol,"592 Sherbourne St,Toronto, ON M4X 1L4","A discreet speakeasy and drinking haven tucked under Maison Selby, Sous Sol features a curated list of cocktails and Parisian-inspired bar bites. Cocktail Bar, Speakeasy",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/soussol-455x200.jpg,"sous,cocktail,cocktails,maison,speakeasy,parisian,selby,bar,curated,discreet"
South St. Burger Co.,"360 Bay St,Toronto, ON M5H 2V6","South St. Burger Co. is one of Toronto’s favourite burger chains for good reason. It makes sense as it only uses 100 per cent Angus beef patties, from cows that were raised free of added antibiotics and hormones for its burgers. Customers can pick from a menu of burgers that are made to order on Burgers, Fries",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/south-st.-burger-co.-pineapple-burger-455x200.jpg,"burgers,burger,patties,beef,st,toronto,south,angus,fries,cows"
Souvla,"105 Scollard Street,Toronto, ON M5R 1G4","Souvla is a popular dish served in Cyprus, and it’s also a Yorkville Greek food pop-up from the team behind Ossington hotspot Mamakas. It’s open from 11 a.m. to 8 p.m. every day and boasts dishes like like kalamaki and homemade dips and cheese, alongside massive salad and pita sections of the menu. Of course, Fries, Greek",,"souvla,cyprus,dishes,dish,yorkville,greek,mamakas,ossington,cheese,fries"
Spaccio,"22 Sackville St,Toronto, ON M5A 3E2","Spaccio is Terroni‘s central kitchen, an artisanal hub, eatery and storefront all in one. This massive, industrial space in Corktown has been a dream of owner Cosimo Mammoliti’s for over five years. With ten businesses, including their wine agency Cavinona and their online store La Bottega di Terroni, this restaurant group has become a household Antipasto, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SPACCIO-TABLE-455x200.jpg,"spaccio,cosimo,terroni,mammoliti,corktown,cavinona,restaurant,bottega,kitchen,eatery"
Spicebros,"3353 Bloor St W,Etobicoke, ON M8X 1E9","If you’ve heard all the hype around Spicebros, that’s because it’s entirely worth it. Spicebros offers a taste of Indian cuisine with a modern twist. Specialties on the menu include tandoori chicken, butter chicken, Bombay fish, samosas, and butter paneer. With a cozy ambiance and friendly, fun staff, this takeout spot has plenty of seating Burgers, Butter Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/122160102_719613705571585_8932744741718645276_n-e1656822636867-455x200.jpg,"spicebros,cuisine,bombay,paneer,chicken,burgers,samosas,tandoori,indian,taste"
Spin Dessert Cafe,"7600 Weston Rd Unit 61,Woodbridge, ON L4L 8B7","A famous bard once said, “If music be the food of love, play on.” That said, ifShakespearewere alive today, he’d probably be a regular at Midtown’s soon-to-be openedSpin Dessert Cafe. There, you'll be able to choose song-inspired dessert options such asChris de Burgh'sLady in Red(a strawberry and vanilla two-scoop sundae) orDave Matthews Band’sSo Much to Say(a hazelnut creme and banana ice cream waffle). Breakfast, Dessert",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/spindessert1-312x200.jpg,"dessert,strawberry,ifshakespearewere,ordave,hazelnut,cafe,cream,breakfast,sundae,waffle"
Spirit of York,"12 Trinity St,Toronto, ON M5A 3C4","Spirit of York is a distillery in Toronto’s Distillery District. This world-class distillery creates many different spirits including gin and vodka, aquavit and rye whiskey. On top of distilling, Spirit of York also provides tours and tastings of their crafted spirits. When entering the brick and mortar distillery, you are met with a mass of Distillery",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/spirit-of-york-455x200.jpg,"distillery,york,spirits,spirit,whiskey,gin,toronto,vodka,rye,distilling"
Sportsnet Grill,"1 Blue Jays Way,Toronto, ON M5V 1J4","The only thing better than going to a bar to watch a Blue Jays game is when that bar literally overlooks the Rogers Centre with floor-to-ceiling windows. Located inside the Toronto Marriott City Centre Hotel, Sportsnet Grill offers up exciting takes on traditional pub fare, like pulled pork mac and cheese, on a menu organized Burgers, Butter Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/sportsnet-455x200.jpg,"sportsnet,toronto,marriott,jays,grill,pub,bar,rogers,hotel,centre"
Sprezzatura Spaghetti Disco,"1166 Dundas St. W.,Toronto, Ontario M6J 1X4","Sprezzatura Spaghetti Disco serves up fresh, handmade pasta with a side of Italian disco! Featuring pasta favourites including bucatini al amatriciana and cacio e pepe and hearty entrees including meatballs and chicken cacciatore, pair your dinner with a cocktail with an Italian twist (try the limoncello martini for a real kick) to start the night Antipasto, Caesar Salad",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/07/sprezzatura-455x200.jpg,"pasta,spaghetti,sprezzatura,italian,bucatini,cacciatore,cacio,disco,dinner,antipasto"
Ssangkye Braised Chicken House,"100 Steeles Ave W,Toronto, ON L4J 7Y1","After a visit from K-pop supergroup BTS, Ssangkye Braised Chicken House became the ultimate hot spot for Korean-style braised chicken in Thornhill. Originating in Andong, South Korea, jjimdak is slow braised chicken cooked in a wok with a multitude of delicious Korean sides. At Ssangkye Braised Chicken House, they’re serving jjimdak with dumplings, glass noodles Dumplings, Korean",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/SSANGKYEBRAISEDCHICKENHOUSE-455x200.jpg,"ssangkye,chicken,korean,jjimdak,korea,andong,south,braised,bts,noodles"
St. Louis Bar & Grill,"2959 Yonge Street,Toronto, ON M4S 1Z9","Good eats at good prices are the name of the game at this cross-country chain. The midtown outpost of St. Louis Bar & Grill is located in a convenient area in the up-and-coming Yonge and Eglinton neighbourhood, perfect for a quick but satisfying pitstop in the middle of running errands. Stop in for an array Bar, Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/11/Snapinsta.app_395127947_297622703156032_2954373922487953911_n_1080-455x200.webp,"midtown,grill,st,bar,louis,located,area,pitstop,eglinton,neighbourhood"
St. Urbain Bagel Bakery,"93 Front St E #11,Toronto, ON M5E 1C3","From one of Toronto’s most recognizable locations comes one of Montreal’s most iconic foods. St. Urbain Bagel Bakery, named for a street in Montreal’s Plateau and Mile End neighbourhoods, has been bringing the no salt added, honey water‒boiled, wood oven‒baked bagel to St. Lawrence market since the middle of the last century. St. Urbain Bagel Bagels, Bakery",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/sturbain-455x200.jpg,"bagels,bagel,bakery,montreal,st,baked,foods,toronto,lawrence,salt"
Stack,"3265 Yonge St,Toronto, ON M4N 3P6","North Toronto is smokin’ these days, both literally and figuratively. In recent months, the area around Yonge and Lawrence has seen a slew of new restaurant openings, includingRiz,The Burger’s Priestand now a 4,000 square-foot smokehouse calledStack. It’s been busy since it opened. Barbecue, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/STACK-455x200.jpg,"toronto,smokehouse,burger,burgers,restaurant,barbecue,north,smokin,calledstack,includingriz"
Starving Artist,"810 College St,Toronto, ON M6G 1C8","You really can’t go wrong with a place that’s all about waffles. And I mean literally all about waffles. Eggs Benny? Ditch the English muffins and get poached eggs and hollandaise on waffles. Chicken club? Who needs sliced bread when you’ve got waffles? Breakfast, Coffee",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/starvingartistwaffles-455x200.jpg,"waffles,muffins,breakfast,eggs,bread,benny,coffee,hollandaise,poached,chicken"
Steam Whistle Brewing,"255 Bremner Blvd,Toronto, ON M5V 3M9","Steam Whistle Brewing is right in the heart of the city. In fact, it’s so close to the Rogers Centre that even I (given favourable wind conditions and a few swings) could knock a baseball from the dome and hit the Roundhouse. The best time to drink Toronto’s own Czech-style pilsner is when it’s at Bar, Brewery",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/steam-whistle-cans-455x200.jpg,"toronto,brewery,brewing,whistle,pilsner,czech,centre,drink,city,dome"
STK Toronto,"153 Yorkville Ave,Toronto, ON M5R 1C4","STK Toronto is the first Canadian outpost of the swanky NYC-based micro chain operated by The ONE Group. Caesar Salad, Calamari",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/STK-Toronto-455x200.jpg,"toronto,stk,salad,nyc,calamari,canadian,caesar,chain,swanky,micro"
Stock Bar,"2388 Yonge St,Toronto, ON M4P 3J5","Find the finest cuts of meat, luxurious burgers, lobster rolls and Terroni’s iconic pizza and pasta all under the umbrellas at Stock Bar. At the corner of Yonge and Montgomery, Cosimo Mamolitti (Terroni) and Stephen Alexander (Cumbrae’s) have created a European-style street-level patio and an outdoor rooftop dining area that pair their personalities, backgrounds and Burgers, Fries",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/IMG_0432-1-455x200.jpg,"terroni,patio,rooftop,pizza,dining,cumbrae,burgers,lobster,pasta,luxurious"
Stock T.C,,"Stock T.C represents a partnership between two of the biggest household names in Toronto’s food scene. The one-stop shop in the historic Postal Station K is an amalgamation of the no-waste and made-from-scratch philosophies behind Stephen Alexander’s Cumbrae’s and Cosimo Mammoliti’s Terroni empire. The building dates back to 1936, and although the relationship between these Cuisine, Italian",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/DSC_0396-455x200.jpg,"toronto,stock,shop,station,cuisine,terroni,postal,cosimo,building,italian"
Stock-in-Trade,"307 Danforth Ave,Toronto, ON M4K 1N7","Stock-in-Trade is a butcher shop and kitchen that prioritizes using sustainable, local farms to source their meats. Stock-in-Trade is full of pasture-raised, hormone- and antibiotic-free curated meats. The large shop includes whole animals, dry-aged beef, sausages, and marinated meats, while also offering organic produce, homemade sauces, and a selection of cheese, eggs, milk, and milk-alternatives. Butcher Shop, Sandwiches",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Image-scaled-e1628000540360-455x200.jpeg,"stock,butcher,meats,farms,shop,beef,pasture,produce,sausages,kitchen"
